row.names	m.1	m.2	m.3	m.4	m.5	m.6	m.7	m.8	m.9	m.10	m.11	m.12	m.13	m.14	m.15	m.16	m.17	m.18	m.19	m.20	m.21	m.22	m.23	m.24	m.25	m.26	m.27	m.28	m.29	m.30	m.31	m.32	m.33	m.34	m.35	m.36	m.37	m.38	m.39	m.40	m.41	m.42	m.43	m.44	m.45	m.46	m.47	m.48	m.49	m.50
78	Aa	Aa	Aa	Aa	Aa	Aa	Aa	AA	AA	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	AA	Aa	Aa	Aa	Aa	NA	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	AA	AA	AA	Aa	Aa	Aa	Aa	Aa	Aa	Aa
79	Aa	Aa	Aa	AA	AA	AA	AA	AA	AA	AA	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	AA	AA	AA	AA	AA	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	NA	Aa	Aa	Aa	Aa	AA	AA	Aa	Aa	Aa	Aa
80	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	AA	AA	Aa	NA	AA	AA	AA	AA	AA	AA	AA	AA	NA	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	AA	AA	AA	Aa	Aa	Aa	Aa	NA	AA	AA	AA	AA	AA	Aa	Aa	Aa	Aa
81	AA	AA	AA	AA	AA	AA	AA	AA	Aa	Aa	AA	Aa	AA	NA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	Aa	Aa	AA	AA	AA	AA	NA	AA	AA	AA	AA	NA	AA	AA	AA	AA	AA	AA	AA	AA
82	Aa	Aa	Aa	Aa	Aa	Aa	Aa	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	Aa	AA	AA	AA	Aa	Aa	Aa	Aa	Aa	Aa	Aa	AA	AA	AA	AA	AA	AA	AA	AA	NA	Aa
83	AA	AA	AA	Aa	Aa	Aa	Aa	AA	Aa	Aa	AA	AA	AA	AA	NA	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	AA	AA	AA	AA	AA	AA	Aa	Aa	Aa	Aa	AA	AA	AA	AA	Aa	AA	NA	AA	AA	AA	NA	AA	AA	AA
84	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	Aa	Aa	Aa	Aa	AA	AA	AA	Aa	Aa	Aa	Aa	Aa	Aa	Aa	AA	AA	AA	AA	AA	AA	AA	AA	AA
85	Aa	Aa	Aa	Aa	Aa	Aa	AA	AA	AA	AA	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	AA	AA	AA	AA	Aa	Aa	Aa	Aa	AA	AA	Aa	Aa	NA	Aa	Aa	AA	AA	AA	AA	AA	AA	Aa	Aa	Aa	Aa	Aa	Aa	Aa
86	AA	AA	AA	AA	NA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	AA
87	Aa	Aa	Aa	Aa	Aa	Aa	NA	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	NA	Aa	Aa	Aa	AA	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	NA	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	AA
88	AA	AA	AA	NA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	NA	AA	AA	AA	AA	AA	AA	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	NA	Aa	Aa	AA	AA	AA	AA	NA
89	AA	AA	AA	Aa	Aa	Aa	Aa	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	AA	Aa	Aa	Aa	Aa	Aa	NA	AA	AA	AA	AA	AA	NA	AA	AA	NA	Aa	Aa	Aa	Aa	Aa
90	Aa	Aa	Aa	Aa	Aa	Aa	Aa	AA	AA	AA	Aa	Aa	Aa	Aa	Aa	NA	Aa	Aa	Aa	Aa	Aa	NA	Aa	Aa	NA	Aa	AA	AA	AA	AA	AA	Aa	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	Aa	Aa	AA	AA	NA	AA	Aa
91	AA	AA	AA	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	AA	AA	AA	AA	AA	AA	AA	AA	Aa	Aa	Aa	Aa	Aa	Aa	AA	AA	AA	AA	Aa	Aa	Aa	Aa	Aa	Aa	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA
92	Aa	Aa	Aa	Aa	Aa	Aa	Aa	AA	AA	AA	AA	AA	AA	AA	AA	AA	Aa	Aa	Aa	Aa	AA	AA	AA	Aa	Aa	Aa	Aa	Aa	Aa	NA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	NA	AA	AA	AA	AA	Aa	Aa	Aa	Aa	Aa
93	AA	AA	AA	AA	AA	AA	AA	AA	AA	NA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	NA	AA	AA	AA	AA	AA	NA	AA	AA	AA	AA	AA	AA	AA	AA	AA	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa
94	AA	AA	NA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	NA	AA	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	AA	NA	AA	AA	AA	AA	AA	AA	AA	AA
95	AA	AA	AA	Aa	AA	AA	AA	AA	NA	AA	NA	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	AA	AA	AA	AA	AA	AA	NA	AA	AA	AA	AA	NA	AA	AA	AA	AA	AA	AA	AA	AA	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa
96	NA	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	AA	AA	NA	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	Aa	Aa	Aa	Aa	AA	AA
97	NA	Aa	Aa	AA	AA	AA	AA	AA	NA	AA	Aa	Aa	AA	AA	AA	AA	Aa	Aa	Aa	AA	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	NA	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	AA	AA	AA	AA	AA
98	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	AA	AA	AA	Aa	Aa	Aa	Aa	AA	AA	AA	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa
99	Aa	Aa	Aa	Aa	NA	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	NA	Aa	Aa	Aa	Aa	AA	NA	AA	AA	AA	AA	AA	AA	AA	AA	Aa	Aa	Aa	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA
100	AA	AA	AA	AA	AA	NA	Aa	NA	Aa	Aa	AA	AA	AA	AA	AA	AA	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	AA	NA	AA	AA	NA	AA	AA	AA	AA	AA	AA	AA	AA	AA	Aa	AA	AA	NA	Aa	NA	Aa	Aa	Aa	Aa
101	Aa	Aa	Aa	Aa	Aa	Aa	Aa	AA	NA	AA	Aa	Aa	Aa	Aa	AA	AA	AA	AA	NA	AA	AA	AA	AA	AA	Aa	Aa	Aa	Aa	Aa	Aa	Aa	AA	AA	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	NA	Aa	NA	Aa	Aa	Aa	Aa	Aa
102	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	Aa	Aa	Aa	Aa	Aa	Aa	NA	Aa	Aa	AA	Aa	Aa	Aa	Aa	Aa	Aa	AA	AA	AA	AA	AA	AA	AA	AA	AA	Aa	Aa	Aa	Aa	Aa
103	AA	AA	AA	AA	AA	AA	AA	AA	NA	AA	Aa	Aa	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	Aa	Aa	Aa	Aa	Aa	Aa	Aa	AA	Aa	Aa	Aa	Aa	Aa	AA	AA	AA	NA	AA	AA	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa
104	AA	NA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	NA	NA	AA	AA	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	Aa	Aa	Aa	Aa	Aa	NA	Aa	Aa	Aa	Aa
105	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	AA	AA	AA	AA	AA	NA	Aa	Aa	Aa	AA	Aa	Aa	Aa	Aa	Aa	Aa	Aa	AA	AA	NA	Aa	NA	AA	AA	AA	AA	AA	AA	AA	Aa
106	AA	AA	NA	AA	AA	AA	AA	AA	AA	AA	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	AA	AA	AA	AA	Aa	Aa	AA	NA	Aa	Aa	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA
107	NA	AA	AA	Aa	Aa	Aa	Aa	Aa	Aa	Aa	AA	AA	AA	AA	AA	AA	AA	AA	Aa	Aa	AA	AA	AA	AA	AA	AA	AA	AA	AA	Aa	Aa	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	NA	AA	AA	AA	AA	AA
108	Aa	Aa	Aa	AA	AA	AA	AA	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	AA	AA	AA	AA	AA	AA	AA	AA	Aa	Aa	Aa	Aa	Aa	AA	AA	AA	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	AA
109	AA	AA	AA	Aa	Aa	Aa	NA	Aa	Aa	Aa	AA	AA	AA	AA	AA	AA	Aa	Aa	Aa	Aa	AA	AA	AA	AA	AA	AA	Aa	Aa	Aa	NA	NA	AA	Aa	Aa	Aa	Aa	Aa	Aa	Aa	NA	AA	AA	NA	AA	Aa	AA	NA	AA	AA	Aa
110	Aa	Aa	Aa	Aa	Aa	NA	Aa	Aa	Aa	Aa	AA	AA	AA	AA	AA	NA	AA	AA	AA	AA	NA	Aa	Aa	NA	AA	AA	AA	AA	AA	AA	AA	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	AA	NA	AA	Aa	Aa	Aa	Aa	Aa	Aa	AA
111	Aa	Aa	Aa	Aa	Aa	Aa	Aa	AA	NA	AA	Aa	Aa	Aa	NA	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	NA	Aa	Aa	Aa	Aa	Aa	Aa	AA	NA	AA	AA	AA	AA	Aa	NA	NA	Aa	AA	AA	AA	AA	Aa	Aa	Aa	Aa	NA	AA
112	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	NA	AA	AA	AA	AA	AA	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	NA	Aa	Aa	Aa	NA	Aa	Aa	Aa	Aa	AA	NA	AA	AA	AA	AA	AA	Aa	Aa	NA
113	NA	AA	AA	AA	AA	Aa	Aa	Aa	Aa	Aa	AA	AA	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	Aa	Aa	Aa	Aa	NA	Aa	AA	AA	AA	Aa	AA	AA	AA	Aa	AA	NA	Aa	Aa	Aa	Aa
114	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	AA	AA	NA	Aa	Aa	Aa	Aa	Aa	Aa	Aa	AA	AA	AA	AA	AA	AA	Aa	Aa	Aa	Aa	AA	AA	AA	AA	AA	AA	Aa	Aa	Aa	NA	Aa	Aa	NA	Aa	AA	AA	AA	AA	AA	AA
115	NA	Aa	Aa	AA	AA	AA	AA	AA	AA	AA	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	NA	Aa	Aa	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA
116	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	AA	AA	Aa	Aa	Aa	Aa	Aa	Aa	Aa	AA	Aa	Aa	Aa	Aa	Aa	Aa	NA	Aa	Aa	Aa	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa
117	AA	AA	AA	AA	AA	AA	AA	AA	AA	NA	AA	AA	AA	NA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	Aa	Aa	Aa	Aa	Aa	AA	AA	Aa	Aa	AA	AA	AA	AA	NA	AA	Aa	Aa	Aa	Aa	NA	Aa	Aa	NA	Aa	Aa
118	AA	AA	Aa	Aa	Aa	Aa	Aa	Aa	AA	AA	Aa	AA	AA	AA	AA	NA	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	AA	NA	AA	AA	Aa	Aa	Aa	Aa	AA	AA	AA	AA	AA	AA	Aa	Aa	Aa	Aa
119	Aa	Aa	Aa	AA	AA	AA	AA	AA	NA	AA	Aa	AA	AA	AA	AA	AA	AA	AA	AA	AA	Aa	Aa	Aa	Aa	Aa	Aa	AA	AA	AA	AA	AA	NA	AA	Aa	Aa	Aa	Aa	Aa	Aa	Aa	AA	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa
120	AA	AA	AA	AA	AA	AA	AA	AA	AA	NA	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	NA	Aa	Aa	AA	AA	AA	AA	Aa	Aa	Aa	Aa	NA	Aa	AA	AA	AA	AA	AA	AA	AA	AA	AA	Aa
121	AA	AA	NA	AA	AA	AA	AA	AA	AA	AA	Aa	Aa	NA	Aa	Aa	Aa	Aa	Aa	Aa	Aa	AA	AA	AA	AA	AA	AA	Aa	Aa	Aa	Aa	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	Aa	Aa	Aa	Aa	Aa	Aa	AA	AA	AA	AA
122	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	NA	Aa	AA	AA	AA	AA	AA	AA	AA	NA	AA	AA	AA	AA	AA	Aa	Aa	Aa	Aa	NA	AA	AA	AA	AA	AA	AA	AA	NA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	Aa
123	Aa	Aa	NA	AA	AA	AA	NA	Aa	Aa	Aa	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	AA	AA	AA	AA	AA	AA	AA	AA	AA	NA	AA	AA	AA	AA	AA	AA	AA
124	Aa	Aa	Aa	Aa	NA	Aa	Aa	Aa	Aa	Aa	AA	AA	Aa	Aa	AA	AA	NA	AA	AA	AA	Aa	Aa	NA	Aa	Aa	Aa	Aa	Aa	Aa	Aa	AA	AA	AA	Aa	Aa	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	Aa	Aa	Aa	Aa	Aa
125	AA	AA	AA	Aa	Aa	Aa	Aa	Aa	AA	AA	Aa	Aa	Aa	Aa	Aa	NA	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	NA	Aa	AA	AA	AA	AA	Aa	Aa	Aa	Aa	Aa	Aa	AA	AA	AA	Aa	Aa	Aa	Aa	Aa	Aa	Aa
126	NA	AA	AA	NA	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	AA	AA	AA	AA	AA	AA	AA	AA	Aa	Aa	NA	Aa	Aa	NA	Aa	Aa	Aa	Aa	Aa	NA	Aa	Aa	NA	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	AA	AA	AA	AA	AA	AA
127	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	Aa	Aa	Aa	Aa	Aa	Aa	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa
128	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	NA	AA	AA	AA	AA	AA	AA	AA	AA	AA	NA	AA	AA	AA	NA	AA	AA	Aa	NA	Aa	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa
129	Aa	Aa	NA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	NA	AA	AA	Aa	Aa	Aa	NA	Aa	Aa	NA	Aa	Aa	Aa	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	NA	AA
130	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	NA	Aa	Aa	AA	AA	NA	AA	AA	AA	AA	AA	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	AA	AA	AA	AA	AA	AA	Aa	AA	AA	AA
131	Aa	Aa	Aa	Aa	Aa	Aa	AA	AA	AA	AA	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	NA	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	AA	AA	AA	AA	Aa	Aa	Aa	Aa	Aa	Aa	NA	Aa	Aa	Aa
132	NA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	Aa	Aa	NA	Aa	Aa	Aa	NA	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	AA	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	AA	AA	AA	AA	AA	Aa	Aa	Aa	Aa	NA	AA	AA
133	AA	AA	AA	AA	AA	AA	AA	AA	NA	NA	Aa	Aa	Aa	Aa	Aa	Aa	NA	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	AA	AA	AA	Aa	Aa	NA	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	AA	AA	AA	AA	AA	AA	AA	AA	Aa	Aa
134	Aa	Aa	Aa	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	Aa	AA	AA	AA	AA	AA	AA	AA	AA	AA	NA	AA	AA	Aa	Aa	AA	AA	AA	AA	Aa	Aa	AA	AA	AA	AA	AA	AA	NA	AA	AA	AA
135	Aa	Aa	Aa	AA	AA	AA	AA	AA	AA	AA	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	AA	AA	AA	AA	AA	AA	AA	NA	AA	Aa	Aa	Aa	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	Aa	Aa	Aa	Aa	Aa	Aa	AA
136	AA	AA	AA	Aa	Aa	Aa	Aa	NA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	NA	AA	AA	AA	AA	AA	AA	AA	Aa	Aa	Aa	Aa	AA	AA	AA	AA	Aa	Aa	Aa	Aa	Aa	Aa	AA	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	AA
137	AA	AA	AA	AA	AA	AA	AA	Aa	Aa	Aa	AA	AA	AA	Aa	Aa	Aa	Aa	Aa	Aa	Aa	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	NA	AA	AA	AA	AA	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa
138	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	AA	AA	AA	AA	AA	AA	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	NA	AA	AA	AA	Aa	Aa	Aa	Aa	Aa	Aa	Aa
139	AA	AA	AA	AA	AA	AA	AA	Aa	Aa	Aa	Aa	Aa	AA	AA	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	AA	AA	AA	AA	AA	AA	AA	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	AA
140	AA	NA	AA	AA	NA	AA	AA	Aa	Aa	Aa	Aa	Aa	NA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	Aa	Aa	Aa	Aa	Aa	Aa	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	NA	AA	NA	AA
141	AA	AA	AA	AA	AA	AA	AA	Aa	Aa	Aa	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	Aa	Aa	Aa	Aa	Aa	Aa	NA	AA	AA	AA	Aa	Aa	NA	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	AA	AA	AA	AA	Aa	Aa
142	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	Aa	NA	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	AA	AA	AA	Aa	Aa	Aa	Aa	Aa	Aa	Aa	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA
143	AA	AA	AA	Aa	Aa	Aa	Aa	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	Aa	Aa	NA	Aa	Aa	AA	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	NA	AA	AA	AA	AA	AA	Aa	Aa	Aa	Aa	Aa
144	AA	NA	AA	AA	AA	AA	AA	AA	NA	AA	Aa	Aa	Aa	Aa	Aa	Aa	NA	Aa	Aa	Aa	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	Aa	Aa	NA	AA	AA	NA	AA	AA	AA	AA	AA	AA	AA	AA	Aa	Aa	Aa	Aa	Aa	Aa
145	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	AA	AA	AA	AA	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	AA	AA	AA	AA	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	AA
146	Aa	Aa	Aa	AA	AA	AA	AA	AA	Aa	Aa	Aa	NA	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	AA	AA	AA	AA	AA	AA	Aa	NA	Aa	Aa	Aa	NA	Aa	Aa	Aa	Aa	AA	AA	AA	AA	AA	NA	AA	AA	AA	AA	AA	AA	AA	Aa
147	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	AA	AA	AA	AA	AA	AA	Aa	Aa	Aa	Aa	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	AA	AA
148	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	AA	AA	AA	NA	AA	Aa	Aa	Aa	NA	Aa	Aa	AA	AA	AA	AA	Aa	Aa	AA	AA	AA	AA	Aa	Aa	Aa	Aa	Aa	Aa	AA	AA	AA	AA	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa
149	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	Aa	NA	Aa	Aa	Aa	Aa
150	AA	AA	AA	AA	AA	AA	AA	AA	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	Aa	AA	AA	AA	AA	Aa	Aa	Aa	NA	Aa	Aa	Aa	Aa	Aa	Aa	Aa	AA	AA	AA	AA	AA	AA	NA	AA	AA	NA
